0.000045,0
0.000056,0
0.000071,0
0.000089,0
0.000112,0
0.000141,0
0.000178,0
0.000224,0
0.000282,0
0.000355,0
0.000447,0
0.000562,1
0.000708,0
0.000891,0
0.001122,0
0.001413,0
0.001778,0
0.002239,3
0.002818,0
0.003548,5
0.004467,3
0.005623,1
0.007079,5
0.008913,4
0.011220,4
0.014125,7
0.017783,800
0.022387,1066
0.028184,1131
0.035481,1993
